"","n113","n114","n115","n116","n117","n118","n119","n121","markers"
"Q8BMB3",0.0795713787,0.0820064484,0.0309463594,0.1078936266,0.1139321508,0.1552924673,0.320493813,0.1098637558,"unknown"
"Q8BPG6",0.08177313,0.1113812999,0.036097056,0.228733041,0.1930454246,0.1844932464,0.0703889262,0.0940878759,"Endoplasmic reticulum"
"Q8BQ47",0.1245792374,0.1292250116,0.0796500909,0.2219548983,0.1926269457,0.1315643301,0.0754626439,0.0449368421,"unknown"
"Q8BSF4",0.0482999385,0.059839202,0.0234706958,0.1601460429,0.3940454756,0.2537012486,0.040662841,0.0198345557,"Mitochondrion"
"Q8BTY2",0.2789614933,0.2051476638,0.0365202265,0.1535870108,0.1264717917,0.1241539224,0.0379592953,0.0371985962,"unknown"
"Q8BWW4",0.1017745395,0.0988110977,0.0585384133,0.1236844022,0.1573866907,0.1508121175,0.1866207765,0.1223719626,"unknown"
"Q8BWY3",0.0313747183,0.0789827944,0,0.2352339057,0.2346084277,0.2563427565,0.1065386455,0.056918752,"unknown"
"Q8BX02",0.1674893798,0.1665076536,0.0639812293,0.1402520802,0.1331988433,0.1379697482,0.0706827489,0.1199183167,"unknown"
"Q8BX10",0.0358725182,0.0474216931,0.0172063664,0.1354417768,0.3941206103,0.2860189656,0.0609779086,0.0229401609,"unknown"
"Q8BXQ2",0.0982263479,0.1376140645,0.0624964279,0.1526597233,0.1394859672,0.1678903231,0.1425905476,0.0990365985,"unknown"
"Q8BXZ1",0.0789332248,0.099234202,0.0327264098,0.2346806382,0.2568192352,0.1970157683,0.0687653387,0.0318251829,"Endoplasmic reticulum"
"Q8BYU6",0.1733005634,0.189919217,0.0435420696,0.2484665638,0.1681182016,0.1247258215,0.0387591941,0.013168369,"Endoplasmic reticulum"
"Q8C0C7",0.1263157729,0.0996820397,0.0337474347,0.101987531,0.0945825889,0.1798094512,0.1829431903,0.1809319912,"unknown"
"Q8C1B7",0.1222814051,0.1226300252,0.0282202866,0.1259133152,0.1176802921,0.2405675565,0.1762246324,0.0664824869,"unknown"
"Q8C407",0.1074093396,0.1541947916,0.0492157462,0.2703920413,0.1856228354,0.1427365244,0.0570191979,0.0334095236,"unknown"
"Q8C570",0.1129860196,0.0988545096,0.0773084832,0.1011847963,0.0916121958,0.1356480129,0.1698175442,0.2125884384,"unknown"
"Q8C5H8",0.0918931336,0.0882020324,0.0282820306,0.1104131497,0.2172396014,0.1901276077,0.1018628288,0.1719796159,"unknown"
"Q8C7K6",0.1706693329,0.160912458,0.0704419389,0.1856296574,0.1578123708,0.1482662147,0.067175564,0.0390924634,"unknown"
"Q8C7V3",0.0904479244,0.1530949337,0.0506534806,0.1317864538,0.1098662592,0.2013994024,0.1111907389,0.1515608069,"Nucleus - Nucleolus"
"Q8C7X2",0.072842723,0.102841352,0.0344803606,0.2043154396,0.1983812193,0.2039941864,0.0463485968,0.1367961224,"unknown"
"Q8CAY6",0.0750416093,0.0965380419,0.0368034284,0.0825817344,0.0569972136,0.0648814941,0.0576152515,0.5295412268,"unknown"
"Q8CBQ5",0.1158381105,0.1334506822,0.0610798438,0.1285928478,0.1503945881,0.2105352403,0.128372563,0.0717361242,"unknown"
"Q8CE50",0.1108363217,0.223474721,0.1835682988,0.2442187589,0.0842947964,0.050788786,0.0472789559,0.0555393612,"unknown"
"Q8CGC6",0.0943270262,0.0969353639,0.0294498715,0.120288014,0.1005512706,0.1604936368,0.2177774966,0.1801773203,"unknown"
"Q8CGZ0",0.0678226359,0.0952296857,0.0713002448,0.0804355521,0.0754030732,0.1078211867,0.3661367212,0.1358509003,"unknown"
"Q8CHT0",0.0557740435,0.0633996069,0.0273687918,0.1024840118,0.3434552143,0.2556207462,0.106175257,0.0457223286,"Mitochondrion"
"Q8CI51",0.1119818418,0.1076457871,0.046547194,0.111979545,0.0988560212,0.2323386426,0.1917124714,0.0989384969,"unknown"
"Q8CIB5",0.1868759259,0.204523569,0.0723163774,0.1750932201,0.0870482367,0.0985279626,0.0660380607,0.1095766474,"unknown"
"Q8CIG8",0.0526133299,0.0683384717,0.0353818167,0.1114066798,0.1488745611,0.1291500399,0.025999314,0.4282357869,"unknown"
"Q8JZX4",0.0901993825,0.0975286086,0.0360352618,0.0981247152,0.1008964245,0.1679452708,0.1759672854,0.2333030512,"unknown"
"Q8K2C9",0.0894414461,0.1127775811,0.1026946359,0.1846613751,0.1602940699,0.1732343846,0.0971519002,0.0797446071,"Endoplasmic reticulum"
"Q8K2Z4",0.0803178758,0.0974071675,0.015428954,0.12489624,0.1000473581,0.3852918782,0.1003360576,0.0962744688,"unknown"
"Q8K301",0.0790505402,0.0951780691,0.039420282,0.1192820571,0.1136903151,0.1765064293,0.268014236,0.1088580712,"unknown"
"Q8K310",0.0897785361,0.0841975236,0.0760510426,0.0997007736,0.0821837175,0.1159586793,0.3532928657,0.0988368615,"unknown"
"Q8K363",0.0633562099,0.0755462921,0.0222295531,0.1067702577,0.1449394606,0.1556117798,0.2600587487,0.171487698,"Nucleus - Nucleolus"
"Q8QZT1",0.1364607131,0.1098618087,0.0788852785,0.1348785168,0.2371316286,0.1656612205,0.1081976398,0.0289231941,"unknown"
"Q8R080",0.1010906516,0.0952110754,0.0564668693,0.1078293386,0.0922807112,0.2127950846,0.1435155317,0.1908107376,"unknown"
"Q8R0X7",0.1296846758,0.1522577156,0.0406746079,0.2705804944,0.1904171235,0.1617678413,0.0266672162,0.0279503254,"unknown"
"Q8R180",0.0756960665,0.1083702521,0.035048593,0.2627321195,0.2468112095,0.1846375118,0.0545192825,0.0321849651,"Endoplasmic reticulum"
"Q8R1Q8",0.0771006294,0.1033069853,0.026482265,0.1014532178,0.0933718168,0.2520711082,0.1744701207,0.1717438569,"unknown"
"Q8R2Q8",0.1427337703,0.2606975818,0.0479804785,0.3068295436,0.1329800095,0.070411611,0.0198773511,0.0184896543,"unknown"
"Q8R2R1",0.1070092002,0.132671329,0.0669012813,0.1655006451,0.1515871246,0.1781172781,0.0965067786,0.1017063631,"unknown"
"Q8R2Y2",0.2665676936,0.2017389002,0.0640115314,0.15639412,0.0899521374,0.0610228594,0.0475514789,0.1127612791,"Plasma membrane"
"Q8VCF0",0.0977175664,0.1526368608,0.058749883,0.1674775569,0.1875170281,0.1968759341,0.068093354,0.0709318167,"unknown"
"Q8VCH6",0.1157812793,0.1498607309,0.048052838,0.2441595196,0.1806889031,0.1912641297,0.0446947686,0.0254978307,"unknown"
"Q8VCN5",0.0450657995,0.0500348455,0.0205406423,0.0402074205,0.0304911372,0.0371099566,0.0824423862,0.6941078121,"unknown"
"Q8VDP6",0.1043678061,0.1181370608,0.0490450949,0.2374471524,0.1772266851,0.2000858448,0.0662186224,0.0474717335,"unknown"
"Q8VE22",0.0329735533,0.0387051733,0.0199104154,0.0971056584,0.4179042286,0.2692605239,0.1083374538,0.0158029934,"unknown"
"Q8VEA4",0.0272085779,0.038035362,0.0235974973,0.1105466511,0.4310471122,0.2379717907,0.0939314849,0.037661524,"unknown"
"Q8VH51",0.0474912876,0.0766768359,0.0165611438,0.1203750266,0.1137259488,0.2070149419,0.1800393898,0.2381154256,"unknown"
"Q8VHE0",0.0923729751,0.1127626998,0.0669404952,0.2413775779,0.2412306836,0.1886619329,0.0566536354,0,"Endoplasmic reticulum"
"Q91V41",0.1261180368,0.2298619551,0.1033894773,0.2277067698,0.1387206145,0.1024067316,0.0456535471,0.0261428678,"unknown"
"Q91VC3",0.0722151929,0.0752065394,0.0251633937,0.0936545956,0.0951536546,0.2063541779,0.2059353654,0.2263170805,"unknown"
"Q91VE0",0.1083603173,0.1391855365,0.037930664,0.2160221087,0.1841937736,0.1655874573,0.0807754238,0.0679447187,"Endoplasmic reticulum"
"Q91VR5",0.1059984263,0.1006736068,0.0338712991,0.1190197829,0.1026758781,0.141570872,0.2623923893,0.1337977456,"unknown"
"Q91VU0",0.1084027778,0.1572575406,0.0682720144,0.3115437593,0.1670502844,0.1066664334,0.0480147779,0.0327924122,"unknown"
"Q91VX2",0.0631914696,0.0692991633,0.0152878297,0.0997905752,0.1163320013,0.1863725178,0.3454931446,0.1042332985,"unknown"
"Q91W98",0.035687257,0.0480602009,0.017510928,0.1188739049,0.4222986157,0.2575894367,0.0662623862,0.0337172706,"unknown"
"Q91WD5",0.165245794,0.198651675,0.0361691429,0.3071659756,0.1786598207,0.0767915966,0.0296959689,0.0076200264,"unknown"
"Q91X21",0.0600267246,0.0983806083,0.0430843671,0.2558730769,0.1950007661,0.2173300517,0.0937011487,0.0366032566,"unknown"
"Q91X96",0.0816300129,0.0837012201,0.0149348259,0.0708654383,0.0472717537,0.0679225309,0.0187175206,0.6149566977,"unknown"
"Q91XA2",0.1626614716,0.1680012441,0.1291645504,0.2224380171,0.1193616496,0.0914685106,0.0771751699,0.0297293867,"unknown"
"Q91YP2",0.0922583648,0.0957288737,0.0326582299,0.1135509568,0.2755438901,0.2014200306,0.0632054427,0.1256342114,"unknown"
"Q91Z53",0.0718935091,0.0743346954,0.0189667125,0.0982352417,0.1355730636,0.1077155088,0.0689164677,0.4243648012,"unknown"
"Q91Z67",0.1594297893,0.1746269584,0.0618363701,0.1620693467,0.1249982175,0.1221045103,0.0580527043,0.1368821034,"unknown"
"Q91ZR1",0.124655249,0.2267379247,0.1182629774,0.2720784784,0.1244386551,0.068199007,0.0348475231,0.0307801853,"unknown"
"Q920B9",0.0623869485,0.063874173,0.02154171,0.0723478986,0.0662210794,0.3862101524,0.132400393,0.1950176452,"unknown"
"Q921F2",0.0865180321,0.0769965175,0.0364948202,0.075113277,0.0799715339,0.1527790623,0.2748338396,0.2172929175,"unknown"
"Q921G7",0.1010953114,0.1096598446,0.0352066345,0.1312757253,0.2441297701,0.2117751469,0.0952526443,0.0716049227,"unknown"
"Q921H9",0.0513729214,0.0530690946,0.0059536198,0.1411884967,0.3792642234,0.2363456867,0.0622357854,0.0705701718,"unknown"
"Q921L3",0.1060239694,0.1525688453,0.111305973,0.1401259473,0.2424053676,0.1716409424,0.0689557496,0.0069732055,"unknown"
"Q923D2",0.0573099474,0.0745574419,0.0259583477,0.1084046683,0.2323759545,0.1808413641,0.0898484758,0.2307038002,"unknown"
"Q923D5",0.0913210546,0.0620440335,0,0.0644109388,0.0903544645,0.1452882523,0.3943634386,0.1522178177,"unknown"
"Q93092",0.0337490484,0.0232960833,0.0086924195,0.0219735677,0.0215489839,0.0208903459,0.0123514517,0.8574980996,"unknown"
"Q99JB8",0.2626070872,0.2115540189,0.1417019283,0.1393852752,0.1029211222,0.0731029248,0.0469828776,0.0217447657,"unknown"
"Q99JW2",0.0572491309,0.0822352018,0.0262480635,0.0615936314,0.0369182666,0.0345782143,0.0340634436,0.667114048,"unknown"
"Q99K51",0.058436024,0.1212923418,0.0533141916,0.1113635131,0.1395771275,0.0377648198,0.0052493699,0.4730026123,"unknown"
"Q99KR7",0.0072346786,0.0172219512,0.0127137526,0.1103058203,0.4820002384,0.2816433372,0.0845914969,0.0042887247,"Mitochondrion"
"Q99KV1",0.0755152728,0.1254966366,0.0257990292,0.2958324726,0.2085728989,0.2100213461,0.0413289615,0.0174333823,"unknown"
"Q99LD8",0.1975754015,0.186671909,0.0561774682,0.1218696687,0.0859386232,0.0618238926,0.0245853604,0.2653576764,"unknown"
"Q99LI8",0.1382233965,0.1657897879,0.1086887473,0.2264303536,0.119153313,0.0769656231,0.0812718063,0.0834769723,"unknown"
"Q99LM2",0.1065632284,0.1285993292,0.1079120595,0.2198867262,0.161690572,0.1394004233,0.0846076399,0.0513400215,"unknown"
"Q99LR1",0.1281275058,0.1250295216,0.0539671133,0.2405938504,0.1811033586,0.1802641922,0.064359872,0.0265545859,"unknown"
"Q99N87",0.1556220977,0.1335711127,0.0204125992,0.1113252304,0.0908054935,0.2240432058,0.0854452073,0.1787750534,"unknown"
"Q99N94",0.0882114509,0.1102798495,0.0262317575,0.1504596196,0.2469257677,0.2083745796,0.0458930672,0.123623908,"unknown"
"Q99NB9",0.0536407223,0.061874369,0.018170479,0.0846582922,0.0990058306,0.1832509814,0.2999121078,0.1994872176,"unknown"
"Q99P88",0.0872392499,0.0931164979,0.0593947321,0.1311524889,0.1264599848,0.2175433534,0.2242689736,0.0608247195,"unknown"
"Q99PU8",0.0581675932,0.0582938806,0.0248801207,0.1304825189,0.3152078478,0.2665793732,0.0953692988,0.0510193669,"unknown"
"Q9CPN8",0.1610831829,0.1286205415,0.0485846813,0.1220454794,0.1374254936,0.1798449301,0.1117404145,0.1106552767,"unknown"
"Q9CPQ1",0.0310520718,0.0288369904,0.017946984,0.0779448458,0.4444399518,0.243571544,0.1473063345,0.0089012779,"Mitochondrion"
"Q9CPQ3",0.043890997,0.0632320759,0.0211044549,0.0940787157,0.2288203111,0.2053854059,0.2609902376,0.0824978018,"unknown"
"Q9CQ40",0.0401329006,0.0441696648,0.0168810842,0.1079510138,0.4257156222,0.2629581647,0.0851594479,0.0170321017,"unknown"
"Q9CQ54",0.0420690678,0.0544063094,0.0276829089,0.1140773663,0.3784714993,0.2401146272,0.0902083833,0.0529698377,"unknown"
"Q9CQ71",0.1259435689,0.1188068238,0.0300940471,0.1181182409,0.0921532948,0.1991408778,0.0678383754,0.2479047713,"unknown"
"Q9CQE8",0.0512639464,0.0622511719,0.0001305363,0.077519314,0.1043916509,0.1276608656,0.4145447372,0.1622377777,"unknown"
"Q9CQF0",0.0609141859,0.0734353168,0.0297823355,0.1136228872,0.3104083104,0.2414767005,0.1221623155,0.0481979481,"unknown"
"Q9CQP3",0.0394559599,0.0453313328,0.0253975363,0.1272828521,0.3771122536,0.2705233217,0.0634860159,0.0514107277,"unknown"
"Q9CQS7",0.0775643512,0.0953737508,0.0243293273,0.0758798741,0.0768584325,0.0918778757,0.040757278,0.5173591104,"unknown"
"Q9CQV1",0.0489102487,0.0544029168,0.0207076246,0.1245328995,0.355846012,0.2228492564,0.0733233775,0.0994276647,"Mitochondrion"
"Q9CQV5",0.0281701748,0.0303492601,0.0106461113,0.1135805569,0.465464928,0.2714261833,0.0679430439,0.0124197417,"unknown"
"Q9CQW2",0.1537519561,0.2418250988,0.0727200015,0.2897294208,0.123089936,0.0559844361,0.0235140057,0.0393851449,"unknown"
"Q9CRB9",0.035635419,0.04529856,0.0167091212,0.1278785918,0.4080194801,0.2872062482,0.0519288215,0.0273237582,"Mitochondrion"
"Q9CRC8",0.0942153946,0.1024136583,0.0229585749,0.1101676174,0.0896041515,0.2264078773,0.1353002978,0.2189324282,"unknown"
"Q9CWR8",0.0595942533,0.0803894102,0.0108483324,0.0721555871,0.0516190169,0.3033960569,0.0601684394,0.3618289039,"unknown"
"Q9CWW6",0.0723587245,0.0748612488,0.0128285182,0.0935176091,0.1054446502,0.214836382,0.1669782654,0.2591746019,"unknown"
"Q9CWX2",0.0438060882,0.0602439918,0.0331154459,0.1249826782,0.3448454345,0.2549752305,0.1165682516,0.0214628794,"Mitochondrion"
"Q9CY16",0.1122010143,0.1079533518,0.0416680812,0.159088682,0.3023995408,0.1874661679,0.0494818171,0.039741345,"unknown"
"Q9CY50",0.0553322817,0.1462509861,0.0589092183,0.2293585129,0.2340783895,0.1893382777,0.0679574806,0.0187748532,"unknown"
"Q9CYG7",0.0936267291,0.1186432944,0.0454595407,0.1163945206,0.136114752,0.1767735685,0.1255353189,0.1874522758,"unknown"
"Q9CYI4",0.0770482208,0.0711160638,0.0264610008,0.0909339972,0.0898044373,0.1333872685,0.3378763714,0.1733726403,"unknown"
"Q9CYL5",0.3975936052,0.2374147282,0.0705762172,0.1493203544,0.0808941329,0.0388545869,0.0206215014,0.0047248738,"unknown"
"Q9CYN2",0.0607324535,0.0943783669,0.06181127,0.2250881363,0.2336736292,0.2121045425,0.098132911,0.0140786907,"unknown"
"Q9CZ30",0.0945696942,0.0791754717,0.0034469893,0.0615054066,0.0228584881,0.0445876985,0.0382126427,0.6556436089,"unknown"
"Q9CZ42",0.1161368535,0.2630053938,0.0282869487,0.0872536769,0.1131008003,0.0992957946,0.0971270124,0.1957935199,"unknown"
"Q9CZR8",0.0563577607,0.0530640884,0.04362952,0.1088350782,0.3545662458,0.2346915337,0.1021742049,0.0466815684,"unknown"
"Q9CZU3",0.0859382294,0.0970066368,0.0292341603,0.0986598767,0.1128294713,0.2081883952,0.118696096,0.2494471343,"unknown"
"Q9CZU4",0.0743506978,0.0894887624,0.0401071474,0.1794478813,0.2772250365,0.2081584793,0.0683761145,0.0628458809,"unknown"
"Q9CZW4",0.104283045,0.1464638462,0.0645632159,0.2319230265,0.1982272295,0.1462802136,0.0545091441,0.0537502792,"unknown"
"Q9D024",0.0716485316,0.1199435649,0.0389805709,0.2525771075,0.2362351474,0.1982516423,0.0589271452,0.0234362902,"Endoplasmic reticulum"
"Q9D0L4",0.0615060478,0.1658435771,0.0557238736,0.3522234183,0.2425910852,0.0917815531,0.0300096642,0.0003207807,"unknown"
"Q9D0M3",0.0224814758,0.0308351811,0.0149942063,0.1194280117,0.437567248,0.2751743586,0.087096487,0.0124230314,"unknown"
"Q9D0S9",0.0350405242,0.045447996,0.0163094005,0.0936687877,0.4244111718,0.2641972439,0.1010858079,0.019839068,"Mitochondrion"
"Q9D1B9",0.0826585357,0.064354874,0.0304000872,0.1001915874,0.3791192343,0.2336348858,0.0870543136,0.022586482,"Mitochondrion"
"Q9D1E6",0.1166353456,0.1477455779,0.0253930253,0.1726626007,0.1553031657,0.1643285571,0.045187937,0.1727437906,"unknown"
"Q9D1G5",0.2310444411,0.2312226098,0.0629937187,0.1900017158,0.1042408598,0.0706546185,0.0491687446,0.0606732917,"unknown"
"Q9D1L0",0.0211723676,0.0328112186,0.0054186957,0.1363033837,0.4276774935,0.323390534,0.0401497826,0.0130765243,"unknown"
"Q9D1N9",0.0409623558,0.0537827923,0.0214413806,0.1164993982,0.3964705034,0.2577490835,0.082020822,0.0310736642,"unknown"
"Q9D2N9",0.1020599522,0.1702122177,0.1497913197,0.2059563507,0.1160370848,0.0880391299,0.0971953646,0.0707085803,"unknown"
"Q9D4H1",0.2108140628,0.1862790421,0.0903527408,0.1321041101,0.0988455324,0.0981414936,0.1024774797,0.0809855386,"unknown"
"Q9D554",0.0502490348,0.0525239395,0.0199573755,0.0793554574,0.1160693372,0.151337105,0.3159117932,0.2145959573,"unknown"
"Q9D6J6",0.0728071376,0.0853775795,0.0307569017,0.1018925084,0.3345480224,0.2472476973,0.0936744029,0.0336957501,"Mitochondrion"
"Q9D773",0.0478359899,0.055612805,0.0191409363,0.1140882169,0.3894788484,0.2815911544,0.0650229844,0.0272290646,"Mitochondrion"
"Q9D7N3",0.0281991379,0.0341136479,0.0171885171,0.1105701306,0.4462638723,0.2596774517,0.0922866272,0.0117006154,"unknown"
"Q9DAU1",0.1071942294,0.1081920405,0.0751148787,0.2084429299,0.179454016,0.1481759142,0.0939274513,0.0794985399,"unknown"
"Q9DB43",0.0882825017,0.128188333,0.0433507617,0.2949138313,0.2019836962,0.1737602048,0.0435274218,0.0259932494,"unknown"
"Q9DB73",0.0333487159,0.0567540992,0.0264822512,0.1676361929,0.337467625,0.2848856123,0.0685246729,0.0249008307,"unknown"
"Q9DBS1",0.1196623542,0.1415062026,0.0580754942,0.2359738381,0.1884641076,0.1729195634,0.0643292702,0.0190691698,"unknown"
"Q9DBX3",0.3004841188,0.2515492649,0.0719938264,0.1674709068,0.0828697804,0.0552331547,0.0434984391,0.0269005089,"unknown"
"Q9DBZ5",0.0487501026,0.0546316853,0.0225919102,0.0499252324,0.052663366,0.0717390232,0.1380630604,0.5616356197,"unknown"
"Q9DC29",0.121327057,0.1619118039,0.0471534387,0.1924994561,0.1805187867,0.1566987846,0.0585064635,0.0813842095,"unknown"
"Q9DCD0",0.1001516702,0.1212519473,0.070977085,0.1584226054,0.1380481289,0.1054614644,0.0903074505,0.2153796482,"unknown"
"Q9DCL9",0.1420355068,0.1154751656,0.0330868089,0.0916512825,0.0616464651,0.0978357235,0.107604329,0.3506647188,"unknown"
"Q9DCU6",0.0611638934,0.1172380141,0.0062129964,0.0966143034,0.3453238112,0.2367685256,0.0675130389,0.069165417,"Mitochondrion"
"Q9EQQ2",0.1153171444,0.1393568002,0.055746826,0.2685846885,0.1983137077,0.182657945,0.0400228882,0,"unknown"
"Q9ERE7",0.0962169422,0.1294805434,0.0279131789,0.2894227895,0.2231799497,0.1745484758,0.0360671159,0.0231710045,"unknown"
"Q9ERK4",0.0862100876,0.0945768903,0.042606702,0.0835402398,0.0631440418,0.0715003009,0.0459439117,0.5124778258,"unknown"
"Q9ERS2",0.045149032,0.0488696794,0.0185576633,0.0956010181,0.4163612214,0.2751576116,0.095582581,0.0047211932,"Mitochondrion"
"Q9ESD7",0.1653671961,0.1963462223,0.0579225317,0.1862759126,0.1475281843,0.1074976593,0.0471628621,0.0918994315,"unknown"
"Q9ESP1",0.1131092959,0.1306480883,0.0805074821,0.1928435756,0.1860029508,0.1524800614,0.087471082,0.0569374638,"unknown"
"Q9EST5",0.0494220801,0.0583833605,0.0186423225,0.0768013594,0.1022318437,0.1283233928,0.0470166892,0.5191789518,"unknown"
"Q9ET30",0.1397651615,0.1744828656,0.0350339918,0.2131849646,0.3068411745,0.103233025,0.0129513524,0.0145074645,"unknown"
"Q9JHI5",0.0728693249,0.0694748458,0.0351324655,0.1282033322,0.3419436894,0.2439925106,0.0627297608,0.0456540708,"Mitochondrion"
"Q9JHW2",0.0520264267,0.0732200739,0,0.0682335,0.1135220534,0.0650991708,0.0143274787,0.6135712965,"unknown"
"Q9JIF0",0.0842675482,0.0610408282,0.0211213054,0.0491591508,0.0333813543,0.0403659964,0.0365684754,0.6740953414,"unknown"
"Q9JIF7",0.0456937009,0.0935047427,0.0313255641,0.2580773664,0.2221783431,0.2002764896,0.0542393721,0.094704421,"unknown"
"Q9JIG7",0.0939877865,0.2336481535,0.0708315754,0.273514032,0.1063501716,0.0814459181,0.0763355272,0.0638868357,"unknown"
"Q9JJT0",0.0645305749,0.1114910799,0.0542457886,0.0983121683,0.0878501695,0.1642571623,0.2305648212,0.1887482353,"unknown"
"Q9JKB1",0.0625372659,0.0759495941,0.0185518891,0.0604275027,0.043246462,0.0417501876,0.0144762471,0.6830608516,"unknown"
"Q9JLN9",0.1742982706,0.1735822991,0.1075514696,0.1699803,0.0887532527,0.0767584972,0.1448323507,0.0642435602,"unknown"
"Q9JLQ0",0.2068618686,0.1378567997,0.0531001802,0.1168995302,0.0950836807,0.1784698892,0.11492899,0.0967990614,"unknown"
"Q9JLV5",0.0826026994,0.110424874,0.0298883239,0.132750735,0.1050633198,0.196516024,0.1479914008,0.194762623,"unknown"
"Q9JLV6",0.0955096569,0.1118547468,0.0500808566,0.100994938,0.0979168275,0.2420139602,0.1376057686,0.1640232453,"unknown"
"Q9JM62",0.1351164126,0.1631209119,0.076646301,0.1944148856,0.16262115,0.1558284416,0.0719045014,0.0403473959,"unknown"
"Q9JMA1",0.1102597488,0.1070797676,0.0250087,0.0759251854,0.0464922532,0.0527827196,0.0268821117,0.5555695138,"unknown"
"Q9QUI0",0.30762178,0.2903105948,0.0463819376,0.1340180485,0.0585368075,0.0401251819,0.0178200387,0.1051856111,"unknown"
"Q9QUR6",0.0539760371,0.0552879377,0.0204169526,0.0361544862,0.0294316272,0.0277807041,0.0180859365,0.7588663186,"unknown"
"Q9QXV8",0.2121355273,0.2431191142,0.0862082584,0.1725997261,0.1109616916,0.082340541,0.055934275,0.0367008665,"unknown"
"Q9QY76",0.1619955735,0.1995791131,0.0460422016,0.2735154645,0.1669651652,0.1165049382,0.0231907594,0.0122067845,"unknown"
"Q9QY93",0.099253625,0.0838985724,0.0276853944,0.0519689511,0.0432664497,0.0388072569,0.0225459024,0.632573848,"unknown"
"Q9QYA2",0.045205833,0.0354510269,0.0298405803,0.125938794,0.3985021747,0.2393547439,0.1226607408,0.0030461065,"unknown"
"Q9QYB1",0.2755200904,0.2946048066,0.0597831638,0.161323049,0.0707895399,0.0311026655,0.0181606606,0.0887160242,"unknown"
"Q9QYF1",0.1206848851,0.1445571574,0.0450232337,0.2368116472,0.1588167588,0.2138293988,0.0427371433,0.0375397756,"unknown"
"Q9QYJ0",0.1385506732,0.1237596926,0.0308617951,0.1366442904,0.0999622705,0.1916623813,0.1316715375,0.1468873594,"unknown"
"Q9QZH6",0.0542010289,0.0682684024,0.0194167054,0.1301002791,0.3898963691,0.2441557151,0.0612077895,0.0327537106,"unknown"
"Q9QZQ8",0.0456699709,0.057844332,0.0160059815,0.064593468,0.0688526082,0.534373376,0.1473632087,0.0652970547,"unknown"
"Q9R0M6",0.1723365338,0.1944045648,0.0858453058,0.212105583,0.1528423433,0.1048683635,0.0349928556,0.0426044502,"unknown"
"Q9R0Q7",0.0637937335,0.0685092957,0.0063269038,0.0429347321,0.0248231981,0.0219520613,0.0062249191,0.7654351564,"unknown"
"Q9R0X4",0.0574308341,0.0619076866,0.0413098528,0.1546492168,0.3628586403,0.2275679513,0.0866729215,0.0076028965,"Mitochondrion"
"Q9R190",0.0701390601,0.0417109745,0.007680795,0.0417312553,0.0492924232,0.5171543326,0.1060867233,0.166204436,"unknown"
"Q9R1C7",0.0918703098,0.0947565448,0.0722705211,0.0965008048,0.1321822949,0.1911225524,0.1733941597,0.1479028125,"unknown"
"Q9R1J0",0.1057043599,0.15938711,0.0328170465,0.2577850051,0.1958708966,0.183250305,0.0461817666,0.0190035103,"unknown"
"Q9R1P0",0.0634632806,0.0573778329,0.015690382,0.0542480173,0.0402036272,0.055909998,0.0551749382,0.6579319237,"unknown"
"Q9R1P1",0.084903686,0.1053867548,0.0593844771,0.1244474819,0.0888089246,0.0914692142,0.041228212,0.4043712494,"unknown"
"Q9R1P4",0.0676000058,0.069195912,0.008787005,0.0489306062,0.0481752854,0.0405663632,0.0156001708,0.7011446516,"Proteasome"
"Q9WTP2",0.2260639897,0.236430119,0.1551301664,0.1743883122,0.0841823187,0.0594141435,0.0465907318,0.0178002186,"unknown"
"Q9WU78",0.1068300875,0.1031819734,0.0407142088,0.1271356392,0.1075528767,0.1012034857,0.0897492474,0.3236324813,"unknown"
"Q9WVE8",0.1104276711,0.1857194588,0.0741105852,0.1876130383,0.1404673636,0.1050520227,0.1077064978,0.0889033625,"unknown"
"Q9WVK4",0.128003195,0.2063115224,0.0499369342,0.1988413018,0.1029988626,0.2018314883,0.0613904193,0.0506862763,"unknown"
"Q9WVR4",0.1160378964,0.1247730559,0.0524027522,0.1114875823,0.1014076881,0.1056649017,0.3413856127,0.0468405107,"unknown"
"Q9Z0M6",0.1419013398,0.2384660277,0.0487497213,0.2266666255,0.1322279647,0.1019671453,0.0305834239,0.0794377519,"unknown"
"Q9Z0S9",0.1082160163,0.1511980916,0.0412990958,0.2715793212,0.1546485418,0.15032003,0.0640730756,0.0586658277,"unknown"
"Q9Z1D1",0.0589332155,0.0618906247,0.0168057769,0.0795578366,0.0663990996,0.0637066201,0.0627261731,0.5899806534,"unknown"
"Q9Z1F9",0.038110294,0.1128829958,0.0170351528,0.0320975568,0.0238024565,0.0340818188,0.0455698386,0.6964198867,"unknown"
"Q9Z1J3",0.0784084867,0.08187362,0.0284944922,0.1333920962,0.2978941375,0.211122688,0.1006129659,0.0682015134,"unknown"
"Q9Z1N5",0.0599700167,0.0705422811,0.0198112704,0.0745281927,0.0678510224,0.1785326093,0.2216653226,0.3070992847,"unknown"
"Q9Z1P7",0.2026474881,0.1857705489,0.050876728,0.1410191696,0.116308418,0.104820082,0.0744825435,0.1240750219,"unknown"
"Q9Z1Q5",0.1542156968,0.1914816163,0.0601120957,0.1357670324,0.0606014436,0.0288833412,0.0184447316,0.3504940423,"unknown"
"Q9Z204",0.0749502514,0.0631736851,0.0167390398,0.0591736567,0.0564143599,0.1409082621,0.4740284181,0.1146123271,"unknown"
