Protein_ID,CYTOSOL,ER,GA,LYSOSOME,MITOCHONDRION,NUCLEUS/CHROMATIN,PEROXISOME,PM,PROTEASOME,RIBOSOME,markers,score,pred,FDR,qvalue
Q99766,0.005992777645587921,9.148051321972162e-05,4.658014586311765e-05,0.0006669352878816426,0.9881597757339478,0.0016706673195585608,0.00013305310858413577,0.00028254216886125505,0.002504891250282526,0.00045125052565708756,MITOCHONDRION,0.9881597757339478,MITOCHONDRION,0.0,0.0
Q16595,4.2429313907632604e-05,9.993541607400402e-05,1.4691761862195563e-05,0.010316703468561172,0.9880148768424988,7.323752015508944e-06,6.27844019618351e-06,0.0014762436039745808,1.2407493159116711e-05,9.189548109134194e-06,MITOCHONDRION,0.9880148768424988,MITOCHONDRION,0.0,0.0
P60900,0.004634235054254532,8.59570900502149e-06,0.0044672684744000435,6.795347871957347e-05,0.001466612215153873,0.0005209041410125792,0.00030634511495009065,0.00012196112220408395,0.9879502058029175,0.0004559247172437608,PROTEASOME,0.9879502058029175,PROTEASOME,0.0,0.0
P00505,0.006115362513810396,9.255013719666749e-05,1.862542558228597e-05,0.0022188141010701656,0.9879488945007324,0.001637401175685227,0.00015647288819309324,0.00048346957191824913,0.0011523638386279345,0.00017598355771042407,MITOCHONDRION,0.9879488945007324,MITOCHONDRION,0.0,0.0
P25705,0.002715032547712326,8.82990389072802e-06,7.903809455456212e-05,0.003294415073469281,0.9877060055732727,0.00036723510129377246,0.00020886416314169765,0.004566432908177376,0.0006860517896711826,0.0003679793735500425,MITOCHONDRION,0.9877060055732727,MITOCHONDRION,0.0,0.0
P32969,0.0001632719358894974,0.0007687636534683406,0.0015779001405462623,2.2107054974185303e-05,0.0008941096602939069,0.0036233465652912855,0.0018646400421857834,5.434573904494755e-05,0.00343892234377563,0.9875923991203308,RIBOSOME,0.9875923991203308,RIBOSOME,0.0,0.0
P42765,0.0062214224599301815,0.00011933600762858987,3.324968565721065e-05,0.002552560530602932,0.9874790906906128,0.001347466604784131,0.0001820378820411861,0.0005416978965513408,0.0012889574281871319,0.00023413258895743638,MITOCHONDRION,0.9874790906906128,MITOCHONDRION,0.0,0.0
P19404,0.005988525226712227,0.00015728070866316557,5.327549297362566e-05,0.0014552664943039417,0.987478494644165,0.0018278643256053329,0.0002408873406238854,0.0003197953337803483,0.0019546544644981623,0.0005238874000497162,MITOCHONDRION,0.987478494644165,MITOCHONDRION,0.0,0.0
Q10713,3.980970359407365e-05,0.00010483499499969184,7.376154826488346e-05,0.007038842886686325,0.9873578548431396,3.406822361284867e-05,9.874353963823523e-06,0.0052755288779735565,3.5232293157605454e-05,3.0203476853785105e-05,MITOCHONDRION,0.9873578548431396,MITOCHONDRION,0.0,0.0
Q12931-2,0.006065450143069029,0.00014069130702409893,2.1898054910707287e-05,0.002733674133196473,0.9872925281524658,0.0015372217167168856,0.00016785666230134666,0.0009046802879311144,0.0009666681289672852,0.00016931812569964677,MITOCHONDRION,0.9872925281524658,MITOCHONDRION,0.0,0.0
O00487,0.00878666527569294,0.0001058193520293571,0.0007987953722476959,1.2772415175277274e-05,0.00041070434963330626,0.00023445322585757822,0.00045237879385240376,4.013403668068349e-06,0.9872135519981384,0.00198075152002275,PROTEASOME,0.9872135519981384,PROTEASOME,0.0,0.0
P30050,0.00020067057630512863,0.0008738993783481419,0.0021270657889544964,2.6575569791020826e-05,0.0009132609120570123,0.002563176676630974,0.002248296979814768,5.394067557062954e-05,0.00380076770670712,0.9871923923492432,RIBOSOME,0.9871923923492432,RIBOSOME,0.0,0.0
P07858,0.00022208898735698313,0.0004978356882929802,0.00012614896695595235,0.9867074489593506,0.012016596272587776,2.635457167343702e-05,0.00026161939604207873,0.00012474946561269462,4.987537067790981e-06,1.2185492778371554e-05,LYSOSOME,0.9867074489593506,LYSOSOME,0.0,0.0
P29218,0.9866303205490112,0.0009415003005415201,2.885628020976583e-07,1.3361605851969216e-05,0.0002914169745054096,2.889687311835587e-05,0.010356336832046509,0.0014121319400146604,0.0003256583004258573,1.8002945978423668e-07,CYTOSOL,0.9866303205490112,CYTOSOL,0.0,0.0
P54802,0.0004613660858012736,0.0009463661117479205,0.0005872384062968194,0.9864663481712341,0.010085170157253742,0.00010337091225665063,0.0008406324777752161,0.0004187153244856745,3.5847337130689994e-05,5.50097283849027e-05,LYSOSOME,0.9864663481712341,LYSOSOME,0.0,0.0
P27635,5.427542419056408e-06,0.00012343362323008478,0.008558779023587704,2.234344901808072e-05,0.0006640502833761275,0.0014860770897939801,0.0012144685024395585,0.00025917161838151515,0.0012334341881796718,0.9864327311515808,RIBOSOME,0.9864327311515808,RIBOSOME,0.0,0.0
Q96KP4,0.986415445804596,0.001032623229548335,3.5416655919107143e-07,1.6057501852628775e-05,0.00034973392030224204,3.405311144888401e-05,0.010186845436692238,0.0016043459763750434,0.0003601481148507446,2.354816217575717e-07,CYTOSOL,0.986415445804596,CYTOSOL,0.0,0.0
P05386,0.00022929723490960896,0.0009951245738193393,0.0028636103961616755,2.6609333872329444e-05,0.0009071052772924304,0.001764631480909884,0.0025124745443463326,5.1492363127181306e-05,0.004315210040658712,0.9863344430923462,RIBOSOME,0.9863344430923462,RIBOSOME,0.0,0.0
P42785,0.00024411888443864882,8.939897816162556e-05,0.00041898302151821554,0.9863070845603943,0.009919015690684319,5.076898742117919e-05,0.00012626347597688437,0.002703798469156027,0.00012096222781110555,1.95819629880134e-05,LYSOSOME,0.9863070845603943,LYSOSOME,0.0,0.0
P13073,0.0036492610815912485,0.00018487568013370037,7.343019387917593e-05,0.00022551881556864828,0.9861607551574707,0.006762320175766945,0.00022036275186110288,0.0013529380084946752,5.489648174261674e-05,0.0013155908090993762,MITOCHONDRION,0.9861607551574707,MITOCHONDRION,0.0,0.0
P40939,0.00521524902433157,9.634055459173396e-06,5.642482210532762e-05,0.001905851298943162,0.9861417412757874,0.00027497648261487484,0.00020891994063276798,0.005267654545605183,0.0006018282729201019,0.0003178147308062762,MITOCHONDRION,0.9861417412757874,MITOCHONDRION,0.0,0.0
O75063,2.4164155547623523e-06,0.004679988604038954,0.9859662652015686,0.0018657020991668105,0.0016481360653415322,0.00013480042980518192,0.0002476261288393289,0.0030368634033948183,7.114886830095202e-05,0.0023470756132155657,GA,0.9859662652015686,GA,0.0,0.0
P06213-2,0.0010432128328830004,0.001457324018701911,0.00013727284385822713,0.003996285144239664,0.00496904831379652,0.0011805507820099592,0.0005149806383997202,0.9859502911567688,0.0005442891269922256,0.00020674889674410224,PM,0.9859502911567688,PM,0.0,0.0
P62899,5.604833859251812e-06,0.00015430280473083258,0.009401838295161724,2.2584143152926117e-05,0.0006127673550508916,0.0013088543200865388,0.0014402603264898062,0.0002576499246060848,0.001173706608824432,0.9856224656105042,RIBOSOME,0.9856224656105042,RIBOSOME,0.0,0.0
Q14376,0.985585629940033,0.0011736768065020442,4.659466981138394e-07,1.884430821519345e-05,0.000418509473092854,4.824294228455983e-05,0.010416034609079361,0.0018811089685186744,0.00045710470294579864,3.2981856179503666e-07,CYTOSOL,0.985585629940033,CYTOSOL,0.0,0.0
P39019,0.0002157385606551543,0.000909677182789892,0.0016600036760792136,3.044971526833251e-05,0.0010931846918538213,0.004285954404622316,0.002188847865909338,6.794097134843469e-05,0.0039853728376328945,0.985562801361084,RIBOSOME,0.985562801361084,RIBOSOME,0.0,0.0
O15228,0.002048047725111246,0.009970475919544697,0.00023946021974552423,0.00020178325939923525,3.712528268806636e-05,0.00036052014911547303,0.9854391813278198,0.0004422317142598331,0.0002787215344142169,0.0009824743028730154,PEROXISOME,0.9854391813278198,PEROXISOME,0.0,0.0
O95336,0.9852622151374817,0.0011540933046489954,4.6508358764185687e-07,2.1766183635918424e-05,0.00040729696047492325,3.795438533416018e-05,0.011076881550252438,0.0016532711451873183,0.0003857641131617129,3.021200711827987e-07,CYTOSOL,0.9852622151374817,CYTOSOL,0.0,0.0
P14384,0.0015505653573200107,0.003030224936082959,0.000135281661641784,0.002245483687147498,0.0020825318060815334,0.004895518533885479,0.0007085238466970623,0.985236644744873,3.6898905818816274e-05,7.837555313017219e-05,PM,0.985236644744873,PM,0.0,0.0
P55036,0.0036545011680573225,1.3874473552277777e-05,0.007226171903312206,7.873606227803975e-05,0.0015685956459492445,0.0007617102819494903,0.0005192686803638935,0.00013644924911204726,0.9851700663566589,0.0008706253720447421,PROTEASOME,0.9851700663566589,PROTEASOME,0.0,0.0
P22033,0.0014337749453261495,0.0006091774557717144,0.0016764566535130143,0.002711058361455798,0.9850443601608276,0.001985365990549326,0.0004929323331452906,0.0010092073353007436,0.00028940796619281173,0.0047483001835644245,MITOCHONDRION,0.9850443601608276,MITOCHONDRION,0.0,0.0
Q7Z2K6,0.0003304663114249706,0.9850253462791443,0.00010595488856779411,0.0009961237665265799,9.467873314861208e-05,0.000756429391913116,0.006736920215189457,0.0055643473751842976,0.00019631421309895813,0.00019342497398611158,ER,0.9850253462791443,ER,0.0,0.0
Q13724,0.0002995177055709064,0.9849833846092224,7.642935815965757e-05,0.0008908516610972583,6.708302680635825e-05,0.0005694286082871258,0.009566393680870533,0.0032448931597173214,0.00013806599599774927,0.00016393866098951548,ER,0.9849833846092224,ER,0.0,0.0
P36551,2.3118227545637637e-05,7.026339153526351e-05,2.3950733520905487e-05,0.014072627760469913,0.9849175810813904,3.904272034560563e-06,4.512482973950682e-06,0.000866142800077796,9.096943358599674e-06,8.878911103238352e-06,MITOCHONDRION,0.9849175810813904,MITOCHONDRION,0.0,0.0
P24539,8.550233178539202e-05,0.00014016639033798128,3.0271217838162556e-05,0.0031123189255595207,0.984901487827301,5.043665805715136e-05,1.5072382666403428e-05,0.011599430814385414,4.298261410440318e-05,2.2310170606942847e-05,MITOCHONDRION,0.984901487827301,MITOCHONDRION,0.0,0.0
P22570,0.003741362364962697,0.0005232683615759015,0.000330876064253971,0.002129944274201989,0.9847974181175232,0.0038832323625683784,0.0005114325904287398,0.002135026501491666,0.00013125677651260048,0.001816173898987472,MITOCHONDRION,0.9847974181175232,MITOCHONDRION,0.0,0.0
P62244,6.826327535236487e-06,0.00015574952703900635,0.009601680561900139,2.775083703454584e-05,0.0007356529822573066,0.0016686515882611275,0.0014216533163562417,0.00030094548128545284,0.0013798861764371395,0.9847012758255005,RIBOSOME,0.9847012758255005,RIBOSOME,0.0,0.0
O43395,0.0005423203110694885,0.00013716974353883415,0.00018829750479198992,0.00013789573858957738,0.00090180424740538,0.9843448996543884,0.0003075571439694613,0.0018495855620130897,0.007520724553614855,0.004069814458489418,NUCLEUS/CHROMATIN,0.9843448996543884,NUCLEUS/CHROMATIN,0.0,0.0
P40925,0.9843445420265198,0.0012463565217331052,4.88191403746896e-07,1.9895011064363644e-05,0.0003958246670663357,3.948438461520709e-05,0.01177723053842783,0.0017819255590438843,0.00039390038000419736,3.169365925259626e-07,CYTOSOL,0.9843445420265198,CYTOSOL,0.0,0.0
Q8TB61-3,2.156903519789921e-06,0.002327451715245843,0.9843339323997498,0.0005604411126114428,0.0008336924947798252,2.4256905817310326e-05,7.939974602777511e-05,0.0005684467614628375,0.0002181712625315413,0.011052059940993786,GA,0.9843339323997498,GA,0.0,0.0
P05091,0.0042591700330376625,0.0007643342250958085,0.00021400321566034108,0.0011264451313763857,0.9842022657394409,0.004260839428752661,0.0003539615427143872,0.003045732621103525,8.828786667436361e-05,0.0016849199309945107,MITOCHONDRION,0.9842022657394409,MITOCHONDRION,0.0,0.0
P62917,7.88667421147693e-06,0.0001937437045853585,0.009547128342092037,2.9578937756014057e-05,0.0006905108457431197,0.0017530967015773058,0.0018742867978289723,0.0003176894970238209,0.0013905216474086046,0.9841957092285156,RIBOSOME,0.9841957092285156,RIBOSOME,0.0,0.0
P46777,8.416640412178822e-06,0.0001895826862892136,0.009443268179893494,3.2351294066756964e-05,0.0007771221571601927,0.0019105784595012665,0.0017177193658426404,0.0003431982477195561,0.0014427058631554246,0.984135091304779,RIBOSOME,0.984135091304779,RIBOSOME,0.0,0.0
P30042,0.007418436463922262,0.0002557632979005575,4.8746198444860056e-05,0.002211127197369933,0.984061062335968,0.0026513668708503246,0.0002631028473842889,0.000735134060960263,0.0019024268258363008,0.0004526421253103763,MITOCHONDRION,0.984061062335968,MITOCHONDRION,0.0,0.0
P61247,8.698450074007269e-06,0.0002037948288489133,0.009431653656065464,3.1573195883538574e-05,0.0007351220119744539,0.0018234709277749062,0.001956299878656864,0.0003395289822947234,0.0014494128990918398,0.9840205907821655,RIBOSOME,0.9840205907821655,RIBOSOME,0.0,0.0
Q86X52,2.701012533634639e-07,0.0008584627648815513,0.9839528203010559,0.00010342503082938492,0.00031348332413472235,5.0113885663449764e-06,2.4903027224354446e-05,6.0983187722740695e-05,9.953366679837927e-05,0.014581026509404182,GA,0.9839528203010559,GA,0.0,0.0
Q8IWT6,0.00018358734087087214,0.009583967737853527,0.00011741367779904976,0.0007140099187381566,0.002199486829340458,0.0022324102465063334,0.0006478843279182911,0.9838482737541199,0.0004422021156642586,3.083237606915645e-05,PM,0.9838482737541199,PM,0.0,0.0
P11498,0.003473009681329131,1.6712980141164735e-05,0.00020248093642294407,0.004835856147110462,0.9836525917053223,0.00041716554551385343,0.0002726675011217594,0.005483545828610659,0.0010889628902077675,0.000556926941499114,MITOCHONDRION,0.9836525917053223,MITOCHONDRION,0.0,0.0
P35998,0.0044465563260018826,1.9887480448232964e-05,0.00664564361795783,0.00011444771371316165,0.0020107387099415064,0.0014482372207567096,0.0005297476891428232,0.00024195975856855512,0.9834756851196289,0.0010670589981600642,PROTEASOME,0.9834756851196289,PROTEASOME,0.0,0.0
O60507,6.085232939767593e-07,0.0015412153443321586,0.9833670854568481,0.00016036108718253672,0.0003631396684795618,7.537603778473567e-06,4.105417974642478e-05,0.00010597947402857244,0.0001357878791168332,0.014277291484177113,GA,0.9833670854568481,GA,0.0,0.0
O15382,0.008027361705899239,0.00020957856031600386,2.8459155146265402e-05,0.00429169787093997,0.9833369851112366,0.001689007505774498,0.0002527361211832613,0.0005750735872425139,0.0013572823954746127,0.0002317096950719133,MITOCHONDRION,0.9833369851112366,MITOCHONDRION,0.0,0.0
P62191,0.0052010491490364075,2.0454006516956724e-05,0.0065596261993050575,0.00011414934124331921,0.0019041572231799364,0.0012714347103610635,0.0006126320222392678,0.00022311214706860483,0.9831472039222717,0.0009463777532801032,PROTEASOME,0.9831472039222717,PROTEASOME,0.0,0.0
Q10472,2.9160378289816435e-06,0.002394258975982666,0.9830518960952759,0.0013748338678851724,0.0014405339024960995,2.7249408958596177e-05,0.00010904931696131825,0.0003959087189286947,0.00029239439754746854,0.010910866782069206,GA,0.9830518960952759,GA,0.0,0.0
P31930,0.007247585337609053,0.00029699443257413805,7.00301825418137e-05,0.0023544796276837587,0.9830425977706909,0.0031499897595494986,0.00031391787342727184,0.0007301573059521616,0.0021858143154531717,0.0006084009073674679,MITOCHONDRION,0.9830425977706909,MITOCHONDRION,0.0,0.0
P20674,0.003018501913174987,2.5557026674505323e-05,0.0005241394392214715,0.009058153256773949,0.982954204082489,0.0002459165989421308,0.00043891099630855024,0.0018424117006361485,0.0012527687940746546,0.0006393721560016274,MITOCHONDRION,0.982954204082489,MITOCHONDRION,0.0,0.0
P10301,0.0014203445753082633,0.004442610312253237,0.00030028141918592155,0.004226090386509895,0.002316165715456009,0.0033846222795546055,0.000848385680001229,0.9828958511352539,5.722882633563131e-05,0.00010843120253412053,PM,0.9828958511352539,PM,0.0,0.0
O14925,0.005938902497291565,0.00014396164624486119,7.947769336169586e-05,0.000683438265696168,0.9828029870986938,0.00489026540890336,0.0001990901946555823,0.0007933343877084553,0.003551538335159421,0.0009170839330181479,MITOCHONDRION,0.9828029870986938,MITOCHONDRION,0.0,0.0
O00161,0.0001985432463698089,0.00660029286518693,0.0004776539863087237,0.0028482310008257627,0.0050714085809886456,0.0009836452081799507,0.0006423427839763463,0.9826542735099792,0.0004782492760568857,4.5408982259687036e-05,PM,0.9826542735099792,PM,0.0,0.0
P30405,0.007465397007763386,0.0002182664757128805,6.0287009546300396e-05,0.0043541910126805305,0.9825478196144104,0.0021365785505622625,0.00031873187981545925,0.0007037461618892848,0.0017824018141254783,0.00041270360816270113,MITOCHONDRION,0.9825478196144104,MITOCHONDRION,0.0,0.0
O15269,0.00044695319957099855,0.9825149774551392,0.00018182542407885194,0.0008297195308841765,0.00010125186963705346,0.0007789228693582118,0.011420967057347298,0.00309330434538424,0.00025908640236593783,0.0003731149772647768,ER,0.9825149774551392,ER,0.0,0.0
Q16836,0.0034957549069076777,0.0009937459835782647,0.0004973752656951547,0.008215110749006271,0.982508659362793,0.0013481564819812775,0.0006533468258567154,0.00078251474769786,0.0001261374563910067,0.001379250199533999,MITOCHONDRION,0.982508659362793,MITOCHONDRION,0.0,0.0
P62829,1.1888180779351387e-05,0.000271034223260358,0.0103422487154603,3.649507198133506e-05,0.0009165079682134092,0.0018042378360405564,0.0021958735305815935,0.0004367513465695083,0.001612854772247374,0.9823721051216125,RIBOSOME,0.9823721051216125,RIBOSOME,0.0,0.0
P62266,1.1991376595688052e-05,0.0002523499133531004,0.009887888096272945,4.2028688767459244e-05,0.000892631069291383,0.0025532077997922897,0.0022743018344044685,0.0004464334633667022,0.0017684288322925568,0.9818708896636963,RIBOSOME,0.9818708896636963,RIBOSOME,0.0,0.0
Q9NX62,5.371356110117631e-06,0.007457507774233818,0.9813662767410278,0.0017330148257315159,0.0015992749249562621,0.00021667334658559412,0.0005729255499318242,0.003703215392306447,0.00012239813804626465,0.0032234133686870337,GA,0.9813662767410278,GA,0.0,0.0
Q8N6G5,3.186552021361422e-06,0.0025276190135627985,0.9812114238739014,0.004329627379775047,0.0048798625357449055,0.00016799864533822984,0.00016292663349304348,0.0034881941974163055,0.00010550297884037718,0.0031237031798809767,GA,0.9812114238739014,GA,0.0,0.0
O95202,0.007314391899853945,0.00023903172404970974,9.217208571499214e-05,0.001988206524401903,0.9808216094970703,0.004528020974248648,0.0003089797683060169,0.0010047581745311618,0.002921309554949403,0.0007814859272912145,MITOCHONDRION,0.9808216094970703,MITOCHONDRION,0.0,0.0
P54760,0.00019380220328457654,0.011899142526090145,0.0005349928396753967,0.0015006784815341234,0.0025454871356487274,0.0008566017495468259,0.0011849846923723817,0.9808109402656555,0.0004286206094548106,4.4739790610037744e-05,PM,0.9808109402656555,PM,0.0,0.0
O75489,0.0009643089724704623,1.2084812624379992e-05,0.0001984492555493489,0.010090102441608906,0.9807944893836975,0.0002883193374145776,0.00011172101221745834,0.006392131559550762,0.0007548299035988748,0.00039346993435174227,MITOCHONDRION,0.9807944893836975,MITOCHONDRION,0.0,0.0
P08582,0.0014396358747035265,0.006830159109085798,0.0003374529769644141,0.0036186454817652702,0.0020178447011858225,0.003938343841582537,0.0010595300700515509,0.9805464148521423,6.684997788397595e-05,0.00014510286564473063,PM,0.9805464148521423,PM,0.0,0.0
P47985,3.87361433240585e-05,0.00016998808132484555,0.00010150336311198771,0.015083194710314274,0.9804737567901611,2.2561238438356668e-05,1.1795449609053321e-05,0.004037694074213505,3.069794911425561e-05,3.002211087732576e-05,MITOCHONDRION,0.9804737567901611,MITOCHONDRION,0.0,0.0
P46782,1.1864152838825248e-05,0.00026089095626957715,0.01174879539757967,4.542074020719156e-05,0.0009181469795294106,0.00217562192119658,0.002219283487647772,0.00041993800550699234,0.0017806094838306308,0.9804193377494812,RIBOSOME,0.9804193377494812,RIBOSOME,0.0,0.0
P62750,1.2447070730559062e-05,0.0002830809389706701,0.011291147209703922,4.6399283746723086e-05,0.0008714755531400442,0.0023275380954146385,0.0026046314742416143,0.0004357182770036161,0.001732925302349031,0.980394721031189,RIBOSOME,0.980394721031189,RIBOSOME,0.0,0.0
P26368-2,0.0006224276148714125,0.00018233046284876764,0.00030397469527088106,0.00019818679720629007,0.0013806757051497698,0.9802374243736267,0.00037841376615688205,0.003399645909667015,0.007577158510684967,0.00571980606764555,NUCLEUS/CHROMATIN,0.9802374243736267,NUCLEUS/CHROMATIN,0.0,0.0
P43307,0.00048194732517004013,0.9802126884460449,0.00012099324521841481,0.0012655259342864156,0.00011192500096512958,0.0008582610753364861,0.012179245240986347,0.004274970851838589,0.0002288894756929949,0.0002657530421856791,ER,0.9802126884460449,ER,0.0,0.0
O00264,0.00057588005438447,0.9801045656204224,0.00024333839246537536,0.0010031660785898566,0.0001408553507644683,0.0010040395427495241,0.012151503004133701,0.003947885241359472,0.0003516935103107244,0.0004769972001668066,ER,0.9801045656204224,ER,0.0,0.0
P35268,1.2223763405927457e-05,0.000248667667619884,0.012219219468533993,4.633513162843883e-05,0.000992869958281517,0.0021317291539162397,0.0020975901279598475,0.0004444892692845315,0.0018195195589214563,0.9799873232841492,RIBOSOME,0.9799873232841492,RIBOSOME,0.0,0.0
Q8NBM4,0.0006714225746691227,0.9799846410751343,0.000294358265819028,0.0007355833658948541,0.0002762804215308279,0.00018655457824934274,0.009438923560082912,0.007751780096441507,3.324443969177082e-05,0.0006270163576118648,ER,0.9799846410751343,ER,0.0,0.0
Q2TAA5,0.0006690261652693152,0.9799016714096069,0.00028710957849398255,0.0011716963490471244,0.00022827653447166085,0.0014964803121984005,0.00832157302647829,0.006880218628793955,0.0004953265888616443,0.0005486989975906909,ER,0.9799016714096069,ER,0.0,0.0
Q53H12,0.0026847575791180134,1.69675586221274e-05,0.00013849844981450588,0.0045649148523807526,0.9798428416252136,0.0005230387323535979,0.00016967824194580317,0.010638115927577019,0.000914356205612421,0.0005067661986686289,MITOCHONDRION,0.9798428416252136,MITOCHONDRION,0.0,0.0
O43615,0.00286655779927969,1.0229226063529495e-05,7.769027433823794e-05,0.0033749532885849476,0.9798313975334167,0.0004999205702915788,0.00018965653725899756,0.011967256665229797,0.0007917031762190163,0.00039065067539922893,MITOCHONDRION,0.9798313975334167,MITOCHONDRION,0.0,0.0
O94826,0.004348186310380697,0.001162511296570301,0.0009718556539155543,0.007908186875283718,0.978950023651123,0.0018852998036891222,0.0009324828279204667,0.001407232484780252,0.0002321656938875094,0.0022021301556378603,MITOCHONDRION,0.978950023651123,MITOCHONDRION,0.0,0.0
P36578,1.5754492778796703e-05,0.001235438627190888,0.005917420145124197,4.001672277809121e-05,0.00016810289525892586,0.011775480583310127,0.0012796750525012612,0.00029102363623678684,0.0003390768833924085,0.9789379239082336,RIBOSOME,0.9789379239082336,RIBOSOME,0.0,0.0
Q14699,0.001867678132839501,0.00591643201187253,0.00025737297255545855,0.003939155023545027,0.002551791025325656,0.005059815477579832,0.0013009716058149934,0.9789126515388489,5.807679917779751e-05,0.0001360026653856039,PM,0.9789126515388489,PM,0.0,0.0
Q9BWD1,0.9786548018455505,0.0019300502026453614,2.743759978329763e-06,4.940009239362553e-05,0.0008092904463410378,0.000143834127811715,0.014398922212421894,0.0024401985574513674,0.0015692476881667972,1.6025562672439264e-06,CYTOSOL,0.9786548018455505,CYTOSOL,0.0,0.0
Q14197,0.008491313084959984,0.00021053291857242584,0.00011570429342100397,0.0006074955454096198,0.9786098003387451,0.00392959825694561,0.00026409918791614473,0.0006547719240188599,0.005909918807446957,0.0012067793868482113,MITOCHONDRION,0.9786098003387451,MITOCHONDRION,0.0,0.0
Q15070-2,0.009419603273272514,0.0004293802485335618,5.249071909929626e-05,0.0020973803475499153,0.9785370826721191,0.0049150604754686356,0.0003216811455786228,0.0012546743964776397,0.002389682224020362,0.0005829015863128006,MITOCHONDRION,0.9785370826721191,MITOCHONDRION,0.0,0.0
Q01459,0.00027514121029525995,0.0001604994758963585,0.0008332132128998637,0.9784964323043823,0.015611428767442703,7.061393989715725e-05,0.00015797650848980993,0.0041699656285345554,0.00018720587831921875,3.761755215236917e-05,LYSOSOME,0.9784964323043823,LYSOSOME,0.0,0.0
P13995,0.0030432420317083597,0.0012432350777089596,0.0008250994142144918,0.010166705586016178,0.9784399271011353,0.0020389810670167208,0.0006054775440134108,0.0015875989338383079,0.0001729123032419011,0.0018767850706353784,MITOCHONDRION,0.9784399271011353,MITOCHONDRION,0.0,0.0
Q5HYK3,0.008941235952079296,0.00030700286151841283,0.00012787975720129907,0.0022537861950695515,0.9784294366836548,0.0039550806395709515,0.000393937953049317,0.0009528585360385478,0.0036369028966873884,0.001001933473162353,MITOCHONDRION,0.9784294366836548,MITOCHONDRION,0.0,0.0
O43847,0.978400468826294,0.0016865370562300086,3.1014099022286246e-06,4.770698433276266e-05,0.0008088231552392244,0.00018798951350618154,0.014347703196108341,0.002297003287822008,0.0022188920993357897,1.7965647884921054e-06,CYTOSOL,0.978400468826294,CYTOSOL,0.0,0.0
Q6NW34-2,1.3197643056628294e-05,7.749646465526894e-05,3.678904249682091e-05,7.886492312536575e-06,0.00016145690460689366,0.9780108332633972,0.00011478822852950543,0.000450716121122241,0.0002402674435870722,0.020886581391096115,NUCLEUS/CHROMATIN,0.9780108332633972,NUCLEUS/CHROMATIN,0.0,0.0
Q9UBM7,0.0006624259985983372,0.977978527545929,0.0001736468984745443,0.0016365995397791266,0.0001710101932985708,0.001141447457484901,0.013642512261867523,0.003890116699039936,0.00031584344105795026,0.00038787879748269916,ER,0.977978527545929,ER,0.0,0.0
P62910,1.6166999557754025e-05,0.00129987474065274,0.005310758948326111,3.41131781169679e-05,0.00014283684140536934,0.013058592565357685,0.0015011224895715714,0.00027278848574496806,0.00038593067438341677,0.9779777526855469,RIBOSOME,0.9779777526855469,RIBOSOME,0.0,0.0
P23786,0.002178231021389365,0.0005817882483825088,0.0006180046475492418,0.0012336800573393703,0.9779402613639832,0.009052446112036705,0.0004447080136742443,0.002624305197969079,0.00024637000751681626,0.005080260336399078,MITOCHONDRION,0.9779402613639832,MITOCHONDRION,0.0,0.0
Q99519,0.0002574966347310692,0.00010661600390449166,0.0003305105201434344,0.977369487285614,0.013396092690527439,5.776932084700093e-05,0.00011891617759829387,0.008233019150793552,0.00010983075480908155,2.01396342163207e-05,LYSOSOME,0.977369487285614,LYSOSOME,0.0,0.0
Q9NUJ1,0.0044166469015181065,0.0017973422072827816,0.0007860056357458234,0.0068345325998961926,0.9773150682449341,0.0030578209552913904,0.0011528359027579427,0.0012538367882370949,0.0002399639633949846,0.0031460144091397524,MITOCHONDRION,0.9773150682449341,MITOCHONDRION,0.0,0.0
Q9H7N4,5.3387630032375455e-05,0.00040661811362951994,0.00030341403908096254,2.8190241209813394e-05,4.8850626626517624e-05,0.9770969748497009,0.0004049851559102535,0.00041946754208765924,0.006057575345039368,0.015180566348135471,NUCLEUS/CHROMATIN,0.9770969748497009,NUCLEUS/CHROMATIN,0.0,0.0
Q9Y305-2,0.00860942155122757,0.0003262846148572862,0.00013859797036275268,0.0012558206217363477,0.9769673347473145,0.005543057806789875,0.00033065208117477596,0.0013822284527122974,0.0042490228079259396,0.0011975830420851707,MITOCHONDRION,0.9769673347473145,MITOCHONDRION,0.0,0.0
P11117,0.00036599396844394505,0.006879703141748905,0.0028244759887456894,0.9769166111946106,0.008460472337901592,0.00017487583681941032,0.0011414249893277884,0.0030267909169197083,6.238590140128508e-05,0.00014719240425620228,LYSOSOME,0.9769166111946106,LYSOSOME,0.0,0.0
Q9Y2B0,0.0006743299891240895,0.9767444133758545,0.0002937072131317109,0.0020160276908427477,0.00015713578613940626,0.0009667615522630513,0.013759703375399113,0.0046239737421274185,0.00036785000702366233,0.00039609335362911224,ER,0.9767444133758545,ER,0.0,0.0
Q16740,0.004090434405952692,3.534986171871424e-05,0.0003801381681114435,0.01204815972596407,0.9765830039978027,0.00036906221066601574,0.0004148379957769066,0.0041463132947683334,0.0013040018966421485,0.0006287582218647003,MITOCHONDRION,0.9765830039978027,MITOCHONDRION,0.0,0.0
